,Unnamed: 0,Unnamed: 0.1,hmid,wid,reflection_period,original_hm,modified,num_sentence,ground_truth_category,predicted_category,match,sentence
1490,134202,49013,76945.0,1709.0,3m," Throughout my childhood, I loved the wild. My family and I would always go for a walk in the downtown forest of Coote's Paradise. There were many times I thought of what could happen if we were to lose our way from the trail and have to live off of the land until we found our way back to civilization. I thought it would be the greatest experience ever.

As my brothers and I grew older, we continued to go for these walks with our parents but the dreams of living in the forest I soon forgot. That's when it happened. We decided to take a different path off the main trail. Before I knew it, the path had disappeared and no one in my family could tell where we had come from. It was so unexpected. It gave me a feeling of excitement that can't be described. Everything in the forest seemed different. The trees were a deeper shade of green. The birds chirped in a different tone. Vines covered almost every inch of the ground. One part of me never wanted this moment to end. I felt completely free from the stress of my life outside of the woods. It was this moment that I realized that I would much rather stay here for the rest of my life than go back to society. ",True,17.0,,affection,11.0,The trees were a deeper shade of green.
1232,196050,100211,128438.0,426.0,24h,"My uncle is working abroad. When he is here,its the quality time that are precious to me.",True,2.0,,affection,0.0,My uncle is working abroad.
736,183288,89820,117988.0,451.0,24h,"I had a good day at the gym, and lifted a lot.",True,1.0,exercise,exercise,0.0,"I had a good day at the gym, and lifted a lot."
224,44416,36219,64092.0,701.0,3m,"I got a nice refund on my taxes, instead of having to pay like I did last year.",True,1.0,,achievement,0.0,"I got a nice refund on my taxes, instead of having to pay like I did last year."
712,12934,10139,37876.0,8330.0,24h,My boyfriend went grocery shopping but brought home things I wanted but didn't even mention to him.,True,1.0,affection,affection,0.0,My boyfriend went grocery shopping but brought home things I wanted but didn't even mention to him.
238,19336,15467,43236.0,13789.0,24h,"I spent the evening relaxing at home on my computer. I partook in my usual Sunday evening hobby, 1-2 hours of world of warcraft. It really helps me unwind from a hectic week. ",True,3.0,,enjoy_the_moment,0.0,I spent the evening relaxing at home on my computer.
235,193383,98213,126429.0,2521.0,24h,I completed all laundry and household chores early leaving the weekend free.,True,1.0,,achievement,0.0,I completed all laundry and household chores early leaving the weekend free.
357,31823,26540,54357.0,544.0,24h,Me and my family had dinner out at a restaurant and we enjoyed the food out there.,True,1.0,,affection,0.0,Me and my family had dinner out at a restaurant and we enjoyed the food out there.
895,43976,35919,63790.0,4800.0,3m,"I met my 9th grade English teacher on Facebook after a five or six years. She played an important role in my life and when I found her on Facebook, I was elated. She was the reason I began writing and she was the reason I actually enjoyed it. She had just started out her teaching career with us, and it was wonderful seeing her grow with us. She was fun, funny, carefree, smart, and magical. She was the best teacher I've ever had and I owe her a lot. 

When I found her on Facebook, I immediately sent her a friend request. I didn't think she'd accept my request or that she'd remember me, I was in for a sweet surprise when I saw that she accepted and she had sent me a message. It was something like, ""Wow! It's been so long since I've seen you! How are you doing? You've grown to be a beautiful woman!"" We started chatting with each other and I found out that she had changed schools - states, actually. She was doing well.

I informed her of my writings on Quora, my articles that were published, and my short stories (which I'm still working on a new one). She was proud of me, I mean, exceptionally proud. She said she knew that I'd grow as a writer because she could see the passion in me. I actually had tears in my eyes when I read her message. It was an amazing feeling to know that I've done my teacher proud, especially one that had a significant role in my life.

How does it feel to meet my teacher? It was amazing, I can't express the joy I felt when I found her on Facebook and actually started having a conversation with her.",True,21.0,,affection,6.0,"

When I found her on Facebook, I immediately sent her a friend request."
171,21670,17482,45256.0,6143.0,24h,My daughter learned new word and now can express what she wants or needs. ,True,1.0,,affection,0.0,My daughter learned new word and now can express what she wants or needs.
487,13401,10522,38260.0,1944.0,24h,I reupped so I got some more weed. ,True,1.0,,enjoy_the_moment,0.0,I reupped so I got some more weed.
846,157350,67890,95927.0,396.0,3m,"My brother came to my home after his work yesterday. We spoke for 2 hours without any interruptions. Good Lord, I am happy.",True,3.0,,affection,0.0,My brother came to my home after his work yesterday.
1483,795,636,28309.0,3315.0,24h,"I had a really tough workout in the morning, and I managed to complete it while running incredibly quickly!",True,1.0,,exercise,0.0,"I had a really tough workout in the morning, and I managed to complete it while running incredibly quickly!"
838,6775,5471,33187.0,932.0,24h,Went for shopping with parents.,True,1.0,,affection,0.0,Went for shopping with parents.
1013,52211,42178,70077.0,11805.0,3m,I stopped smoking.  I really didnt like it anymore.  THe fact I was able tos top made me proud of my self.  Also just better for my health generally.,True,4.0,achievement,achievement,0.0,I stopped smoking.
480,174226,81779,109893.0,992.0,24h,I went to an outing with friends.,True,1.0,,bonding,0.0,I went to an outing with friends.
1081,136614,50837,78775.0,1768.0,3m,"I never had the chance to tell my dad how much I loved him and appreciated him for his sacrifice to send me overseas for higher education, although already passed on because of cancer. On his birthday, i had a moment of silence and thanked him praying",True,2.0,,affection,0.0,"I never had the chance to tell my dad how much I loved him and appreciated him for his sacrifice to send me overseas for higher education, although already passed on because of cancer."
1247,38798,32165,60016.0,12929.0,3m,We celebrated my daughter's second birthday on Easter and almost all of my family was able to come. It turned out amazing. ,True,2.0,,affection,1.0,It turned out amazing.
741,179702,86505,114651.0,116.0,24h,i show the movie on theatre.,True,1.0,,leisure,0.0,i show the movie on theatre.
527,657,513,28186.0,11573.0,24h,Today I make Eye contact with my crush. She Also look into my Eyes For a Seconds or Two. I can still Memorize his Beautiful Eyes. ,True,3.0,,affection,1.0,She Also look into my Eyes For a Seconds or Two.
620,174575,82060,110175.0,2013.0,24h,"I went for a 2 mile run at night, it was perfect weather (60 degrees) for running.",True,1.0,,exercise,0.0,"I went for a 2 mile run at night, it was perfect weather (60 degrees) for running."
350,47484,38611,66501.0,2956.0,3m,"I volunteer at a little charity thrift shop. Lately I've had to cut back my hours due to home responsibilities, but they still treat me like family. Once you're part of the team, you're always family. When I went in for my shift a couple of weeks ago, my supervisor let me know he had a big project for me. And he took me down to the stock area, showed me about 50 boxes of books, and told me that section was all mine. He needed me to go through and remove everything I didn't think was fit to go upstairs to be sold. ",True,6.0,,affection,4.0,"And he took me down to the stock area, showed me about 50 boxes of books, and told me that section was all mine."
226,41292,33895,61757.0,1098.0,3m,It was the day where i bought a new  car..it was my dream to  buy a  car... it was such a great feeling for me.. a long ride with my family and felt very happy . i have done a lot of  work  to achieve  this.. am very proud of what i have done.. my hard works deserves.. thanks god for blessing me . this make my day very happy.!!,True,4.0,,achievement,2.0, it was such a great feeling for me.
997,7062,5695,33414.0,131.0,24h,I had a picnic in the woods.,True,1.0,,enjoy_the_moment,0.0,I had a picnic in the woods.
1027,4780,3908,31607.0,11242.0,24h,Another thing that made me happy was getting back together with my ex boyfriend who I loved. We were together for over a year and took about a month break I think it was really good for us. ,True,2.0,,affection,1.0,We were together for over a year and took about a month break I think it was really good for us.
